ligand,electrophile,electrophile_pci_name,nucleophile,nucleophile_pci_name,yield,ligand_smiles,electrophile_smiles,nucleophile_smiles,product_smiles
Cy-vBRIDP,5-Bromo-N-tert-butylpyridine-3-sulfonamide,5,2-Isopropyl-1-methyl-1H-imidazole,D,73.61,CC(=C(c1ccccc1)c1ccccc1)P(C1CCCCC1)C1CCCCC1,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,CC(C)c1nccn1C,CC(C)c1ncc(-c2cncc(S(=O)(=O)NC(C)(C)C)c2)n1C
Kwong,5-Bromo-N-tert-butylpyridine-3-sulfonamide,5,2-Isopropyl-1-methyl-1H-imidazole,D,74.29,c1ccc(-c2cc3ccccc3n2P(C2CCCCC2)C2CCCCC2)cc1,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,CC(C)c1nccn1C,CC(C)c1ncc(-c2cncc(S(=O)(=O)NC(C)(C)C)c2)n1C
MeO-KITPHOS,5-Bromo-N-tert-butylpyridine-3-sulfonamide,5,2-Isopropyl-1-methyl-1H-imidazole,D,72.44,COc1ccccc1C1=C(P(C2CCCCC2)C2CCCCC2)C2c3ccccc3C1c1ccccc12,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,CC(C)c1nccn1C,CC(C)c1ncc(-c2cncc(S(=O)(=O)NC(C)(C)C)c2)n1C
P(o-Anis)3,5-Bromo-N-tert-butylpyridine-3-sulfonamide,5,2-Isopropyl-1-methyl-1H-imidazole,D,21.07,COc1ccccc1P(c1ccccc1OC)c1ccccc1OC,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,CC(C)c1nccn1C,CC(C)c1ncc(-c2cncc(S(=O)(=O)NC(C)(C)C)c2)n1C
Et-PhenCar-Phos,5-Bromo-N-tert-butylpyridine-3-sulfonamide,5,2-Isopropyl-1-methyl-1H-imidazole,D,79.44,CCP(CC)c1ccccc1-n1c2ccccc2c2ccccc21,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,CC(C)c1nccn1C,CC(C)c1ncc(-c2cncc(S(=O)(=O)NC(C)(C)C)c2)n1C
JackiePhos,5-Bromo-N-tert-butylpyridine-3-sulfonamide,5,2-Isopropyl-1-methyl-1H-imidazole,D,76.75,COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,CC(C)c1nccn1C,CC(C)c1ncc(-c2cncc(S(=O)(=O)NC(C)(C)C)c2)n1C
"P(3,5-CF3-Ph)3",5-Bromo-N-tert-butylpyridine-3-sulfonamide,5,2-Isopropyl-1-methyl-1H-imidazole,D,70.8,FC(F)(F)c1cc(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,CC(C)c1nccn1C,CC(C)c1ncc(-c2cncc(S(=O)(=O)NC(C)(C)C)c2)n1C
P(fur)3,5-Bromo-N-tert-butylpyridine-3-sulfonamide,5,2-Isopropyl-1-methyl-1H-imidazole,D,73.31,c1coc(P(c2ccco2)c2ccco2)c1,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,CC(C)c1nccn1C,CC(C)c1ncc(-c2cncc(S(=O)(=O)NC(C)(C)C)c2)n1C
Ph-PhenCar-Phos,5-Bromo-N-tert-butylpyridine-3-sulfonamide,5,2-Isopropyl-1-methyl-1H-imidazole,D,8.07,c1ccc(P(c2ccccc2)c2ccccc2-n2c3ccccc3c3ccccc32)cc1,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,CC(C)c1nccn1C,CC(C)c1ncc(-c2cncc(S(=O)(=O)NC(C)(C)C)c2)n1C
PPh2Me,5-Bromo-N-tert-butylpyridine-3-sulfonamide,5,2-Isopropyl-1-methyl-1H-imidazole,D,79.67,CP(c1ccccc1)c1ccccc1,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,CC(C)c1nccn1C,CC(C)c1ncc(-c2cncc(S(=O)(=O)NC(C)(C)C)c2)n1C
PPhtBu2,5-Bromo-N-tert-butylpyridine-3-sulfonamide,5,2-Isopropyl-1-methyl-1H-imidazole,D,80.35,CC(C)(C)P(c1ccccc1)C(C)(C)C,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,CC(C)c1nccn1C,CC(C)c1ncc(-c2cncc(S(=O)(=O)NC(C)(C)C)c2)n1C
tBPh-CPhos,5-Bromo-N-tert-butylpyridine-3-sulfonamide,5,2-Isopropyl-1-methyl-1H-imidazole,D,79.79,CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,CC(C)c1nccn1C,CC(C)c1ncc(-c2cncc(S(=O)(=O)NC(C)(C)C)c2)n1C
PPhMe2,5-Bromo-N-tert-butylpyridine-3-sulfonamide,5,2-Isopropyl-1-methyl-1H-imidazole,D,79.94,CP(C)c1ccccc1,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,CC(C)c1nccn1C,CC(C)c1ncc(-c2cncc(S(=O)(=O)NC(C)(C)C)c2)n1C
Cy-BippyPhos,5-Bromo-N-tert-butylpyridine-3-sulfonamide,5,2-Isopropyl-1-methyl-1H-imidazole,D,78.48,c1ccc(-c2nn(-c3ccccc3)c(-c3ccccc3)c2-n2nccc2P(C2CCCCC2)C2CCCCC2)cc1,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,CC(C)c1nccn1C,CC(C)c1ncc(-c2cncc(S(=O)(=O)NC(C)(C)C)c2)n1C
PCy3 HBF4,5-Bromo-N-tert-butylpyridine-3-sulfonamide,5,2-Isopropyl-1-methyl-1H-imidazole,D,47.28,C1(P(C2CCCCC2)C3CCCCC3)CCCCC1,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,CC(C)c1nccn1C,CC(C)c1ncc(-c2cncc(S(=O)(=O)NC(C)(C)C)c2)n1C
CgMe-PPh,5-Bromo-N-tert-butylpyridine-3-sulfonamide,5,2-Isopropyl-1-methyl-1H-imidazole,D,80.18,CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,CC(C)c1nccn1C,CC(C)c1ncc(-c2cncc(S(=O)(=O)NC(C)(C)C)c2)n1C
PPh3,5-Bromo-N-tert-butylpyridine-3-sulfonamide,5,2-Isopropyl-1-methyl-1H-imidazole,D,77.37,c1ccc(P(c2ccccc2)c2ccccc2)cc1,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,CC(C)c1nccn1C,CC(C)c1ncc(-c2cncc(S(=O)(=O)NC(C)(C)C)c2)n1C
X-Phos,5-Bromo-N-tert-butylpyridine-3-sulfonamide,5,2-Isopropyl-1-methyl-1H-imidazole,D,81.25,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,CC(C)c1nccn1C,CC(C)c1ncc(-c2cncc(S(=O)(=O)NC(C)(C)C)c2)n1C
PnBu3 HBF4,5-Bromo-N-tert-butylpyridine-3-sulfonamide,5,2-Isopropyl-1-methyl-1H-imidazole,D,77.33,CCCCP(CCCC)CCCC,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,CC(C)c1nccn1C,CC(C)c1ncc(-c2cncc(S(=O)(=O)NC(C)(C)C)c2)n1C
A-caPhos,2-Acetyl-5-bromothiophene,2,1-Isopropylimidazole,B,1.17,CN(C)c1ccc(P(C2CCCCC2)C2CCCCC2)cc1,CC(=O)c1ccc(Br)s1,CC(C)n1ccnc1,CC(=O)c1ccc(-c2cncn2C(C)C)s1
BrettPhos,2-Acetyl-5-bromothiophene,2,1-Isopropylimidazole,B,1.17,COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CC(=O)c1ccc(Br)s1,CC(C)n1ccnc1,CC(=O)c1ccc(-c2cncn2C(C)C)s1
CX-FBu,2-Acetyl-5-bromothiophene,2,1-Isopropylimidazole,B,1.17,CCCCC1(c2c(c3c1cccc3)cccc2)P(C4CCCCC4)C5CCCCC5,CC(=O)c1ccc(Br)s1,CC(C)n1ccnc1,CC(=O)c1ccc(-c2cncn2C(C)C)s1
CX-PICy,2-Acetyl-5-bromothiophene,2,1-Isopropylimidazole,B,1.17,Cc1cc(C)c(-n2ccnc2P(C2CCCCC2)C2CCCCC2)c(C)c1,CC(=O)c1ccc(Br)s1,CC(C)n1ccnc1,CC(=O)c1ccc(-c2cncn2C(C)C)s1
Cy-DavePhos,2-Acetyl-5-bromothiophene,2,1-Isopropylimidazole,B,34.04,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,CC(=O)c1ccc(Br)s1,CC(C)n1ccnc1,CC(=O)c1ccc(-c2cncn2C(C)C)s1
Cy-vBRIDP,2-Acetyl-5-bromothiophene,2,1-Isopropylimidazole,B,32.94,CC(=C(c1ccccc1)c1ccccc1)P(C1CCCCC1)C1CCCCC1,CC(=O)c1ccc(Br)s1,CC(C)n1ccnc1,CC(=O)c1ccc(-c2cncn2C(C)C)s1
Kwong,2-Acetyl-5-bromothiophene,2,1-Isopropylimidazole,B,21.87,c1ccc(-c2cc3ccccc3n2P(C2CCCCC2)C2CCCCC2)cc1,CC(=O)c1ccc(Br)s1,CC(C)n1ccnc1,CC(=O)c1ccc(-c2cncn2C(C)C)s1
MeO-KITPHOS,2-Acetyl-5-bromothiophene,2,1-Isopropylimidazole,B,27.37,COc1ccccc1C1=C(P(C2CCCCC2)C2CCCCC2)C2c3ccccc3C1c1ccccc12,CC(=O)c1ccc(Br)s1,CC(C)n1ccnc1,CC(=O)c1ccc(-c2cncn2C(C)C)s1
P(o-Anis)3,2-Acetyl-5-bromothiophene,2,1-Isopropylimidazole,B,13.31,COc1ccccc1P(c1ccccc1OC)c1ccccc1OC,CC(=O)c1ccc(Br)s1,CC(C)n1ccnc1,CC(=O)c1ccc(-c2cncn2C(C)C)s1
Et-PhenCar-Phos,2-Acetyl-5-bromothiophene,2,1-Isopropylimidazole,B,30.21,CCP(CC)c1ccccc1-n1c2ccccc2c2ccccc21,CC(=O)c1ccc(Br)s1,CC(C)n1ccnc1,CC(=O)c1ccc(-c2cncn2C(C)C)s1
JackiePhos,2-Acetyl-5-bromothiophene,2,1-Isopropylimidazole,B,29.5,COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CC(=O)c1ccc(Br)s1,CC(C)n1ccnc1,CC(=O)c1ccc(-c2cncn2C(C)C)s1
"P(3,5-CF3-Ph)3",2-Acetyl-5-bromothiophene,2,1-Isopropylimidazole,B,23.74,FC(F)(F)c1cc(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,CC(=O)c1ccc(Br)s1,CC(C)n1ccnc1,CC(=O)c1ccc(-c2cncn2C(C)C)s1
P(fur)3,2-Acetyl-5-bromothiophene,2,1-Isopropylimidazole,B,31.61,c1coc(P(c2ccco2)c2ccco2)c1,CC(=O)c1ccc(Br)s1,CC(C)n1ccnc1,CC(=O)c1ccc(-c2cncn2C(C)C)s1
Ph-PhenCar-Phos,2-Acetyl-5-bromothiophene,2,1-Isopropylimidazole,B,1.17,c1ccc(P(c2ccccc2)c2ccccc2-n2c3ccccc3c3ccccc32)cc1,CC(=O)c1ccc(Br)s1,CC(C)n1ccnc1,CC(=O)c1ccc(-c2cncn2C(C)C)s1
PPh2Me,2-Acetyl-5-bromothiophene,2,1-Isopropylimidazole,B,33.33,CP(c1ccccc1)c1ccccc1,CC(=O)c1ccc(Br)s1,CC(C)n1ccnc1,CC(=O)c1ccc(-c2cncn2C(C)C)s1
PPhtBu2,2-Acetyl-5-bromothiophene,2,1-Isopropylimidazole,B,33.5,CC(C)(C)P(c1ccccc1)C(C)(C)C,CC(=O)c1ccc(Br)s1,CC(C)n1ccnc1,CC(=O)c1ccc(-c2cncn2C(C)C)s1
tBPh-CPhos,2-Acetyl-5-bromothiophene,2,1-Isopropylimidazole,B,33.47,CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,CC(=O)c1ccc(Br)s1,CC(C)n1ccnc1,CC(=O)c1ccc(-c2cncn2C(C)C)s1
PPhMe2,2-Acetyl-5-bromothiophene,2,1-Isopropylimidazole,B,33.34,CP(C)c1ccccc1,CC(=O)c1ccc(Br)s1,CC(C)n1ccnc1,CC(=O)c1ccc(-c2cncn2C(C)C)s1
Cy-BippyPhos,2-Acetyl-5-bromothiophene,2,1-Isopropylimidazole,B,33.8,c1ccc(-c2nn(-c3ccccc3)c(-c3ccccc3)c2-n2nccc2P(C2CCCCC2)C2CCCCC2)cc1,CC(=O)c1ccc(Br)s1,CC(C)n1ccnc1,CC(=O)c1ccc(-c2cncn2C(C)C)s1
PCy3 HBF4,2-Acetyl-5-bromothiophene,2,1-Isopropylimidazole,B,1.7,C1(P(C2CCCCC2)C3CCCCC3)CCCCC1,CC(=O)c1ccc(Br)s1,CC(C)n1ccnc1,CC(=O)c1ccc(-c2cncn2C(C)C)s1
CgMe-PPh,2-Acetyl-5-bromothiophene,2,1-Isopropylimidazole,B,23.25,CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2,CC(=O)c1ccc(Br)s1,CC(C)n1ccnc1,CC(=O)c1ccc(-c2cncn2C(C)C)s1
PPh3,2-Acetyl-5-bromothiophene,2,1-Isopropylimidazole,B,4.4,c1ccc(P(c2ccccc2)c2ccccc2)cc1,CC(=O)c1ccc(Br)s1,CC(C)n1ccnc1,CC(=O)c1ccc(-c2cncn2C(C)C)s1
X-Phos,2-Acetyl-5-bromothiophene,2,1-Isopropylimidazole,B,21.59,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CC(=O)c1ccc(Br)s1,CC(C)n1ccnc1,CC(=O)c1ccc(-c2cncn2C(C)C)s1
PnBu3 HBF4,2-Acetyl-5-bromothiophene,2,1-Isopropylimidazole,B,2.66,CCCCP(CCCC)CCCC,CC(=O)c1ccc(Br)s1,CC(C)n1ccnc1,CC(=O)c1ccc(-c2cncn2C(C)C)s1
A-caPhos,1-Benzyl-5-bromo-1H-indole,9,1-Isopropylimidazole,B,9.62,CN(C)c1ccc(P(C2CCCCC2)C2CCCCC2)cc1,Brc1ccc2c(ccn2Cc2ccccc2)c1,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccc2c(ccn2Cc2ccccc2)c1
BrettPhos,1-Benzyl-5-bromo-1H-indole,9,1-Isopropylimidazole,B,1.16,COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,Brc1ccc2c(ccn2Cc2ccccc2)c1,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccc2c(ccn2Cc2ccccc2)c1
CX-FBu,1-Benzyl-5-bromo-1H-indole,9,1-Isopropylimidazole,B,0.44,CCCCC1(c2c(c3c1cccc3)cccc2)P(C4CCCCC4)C5CCCCC5,Brc1ccc2c(ccn2Cc2ccccc2)c1,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccc2c(ccn2Cc2ccccc2)c1
CX-PICy,1-Benzyl-5-bromo-1H-indole,9,1-Isopropylimidazole,B,6.49,Cc1cc(C)c(-n2ccnc2P(C2CCCCC2)C2CCCCC2)c(C)c1,Brc1ccc2c(ccn2Cc2ccccc2)c1,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccc2c(ccn2Cc2ccccc2)c1
Cy-DavePhos,1-Benzyl-5-bromo-1H-indole,9,1-Isopropylimidazole,B,11.69,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,Brc1ccc2c(ccn2Cc2ccccc2)c1,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccc2c(ccn2Cc2ccccc2)c1
Cy-vBRIDP,1-Benzyl-5-bromo-1H-indole,9,1-Isopropylimidazole,B,11.95,CC(=C(c1ccccc1)c1ccccc1)P(C1CCCCC1)C1CCCCC1,Brc1ccc2c(ccn2Cc2ccccc2)c1,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccc2c(ccn2Cc2ccccc2)c1
Kwong,1-Benzyl-5-bromo-1H-indole,9,1-Isopropylimidazole,B,11.98,c1ccc(-c2cc3ccccc3n2P(C2CCCCC2)C2CCCCC2)cc1,Brc1ccc2c(ccn2Cc2ccccc2)c1,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccc2c(ccn2Cc2ccccc2)c1
MeO-KITPHOS,1-Benzyl-5-bromo-1H-indole,9,1-Isopropylimidazole,B,7.28,COc1ccccc1C1=C(P(C2CCCCC2)C2CCCCC2)C2c3ccccc3C1c1ccccc12,Brc1ccc2c(ccn2Cc2ccccc2)c1,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccc2c(ccn2Cc2ccccc2)c1
P(o-Anis)3,1-Benzyl-5-bromo-1H-indole,9,1-Isopropylimidazole,B,5.69,COc1ccccc1P(c1ccccc1OC)c1ccccc1OC,Brc1ccc2c(ccn2Cc2ccccc2)c1,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccc2c(ccn2Cc2ccccc2)c1
Et-PhenCar-Phos,1-Benzyl-5-bromo-1H-indole,9,1-Isopropylimidazole,B,13.89,CCP(CC)c1ccccc1-n1c2ccccc2c2ccccc21,Brc1ccc2c(ccn2Cc2ccccc2)c1,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccc2c(ccn2Cc2ccccc2)c1
JackiePhos,1-Benzyl-5-bromo-1H-indole,9,1-Isopropylimidazole,B,10.58,COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,Brc1ccc2c(ccn2Cc2ccccc2)c1,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccc2c(ccn2Cc2ccccc2)c1
"P(3,5-CF3-Ph)3",1-Benzyl-5-bromo-1H-indole,9,1-Isopropylimidazole,B,4.54,FC(F)(F)c1cc(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,Brc1ccc2c(ccn2Cc2ccccc2)c1,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccc2c(ccn2Cc2ccccc2)c1
P(fur)3,1-Benzyl-5-bromo-1H-indole,9,1-Isopropylimidazole,B,11.13,c1coc(P(c2ccco2)c2ccco2)c1,Brc1ccc2c(ccn2Cc2ccccc2)c1,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccc2c(ccn2Cc2ccccc2)c1
Ph-PhenCar-Phos,1-Benzyl-5-bromo-1H-indole,9,1-Isopropylimidazole,B,4.34,c1ccc(P(c2ccccc2)c2ccccc2-n2c3ccccc3c3ccccc32)cc1,Brc1ccc2c(ccn2Cc2ccccc2)c1,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccc2c(ccn2Cc2ccccc2)c1
PPh2Me,1-Benzyl-5-bromo-1H-indole,9,1-Isopropylimidazole,B,3.12,CP(c1ccccc1)c1ccccc1,Brc1ccc2c(ccn2Cc2ccccc2)c1,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccc2c(ccn2Cc2ccccc2)c1
PPhtBu2,1-Benzyl-5-bromo-1H-indole,9,1-Isopropylimidazole,B,6.97,CC(C)(C)P(c1ccccc1)C(C)(C)C,Brc1ccc2c(ccn2Cc2ccccc2)c1,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccc2c(ccn2Cc2ccccc2)c1
tBPh-CPhos,1-Benzyl-5-bromo-1H-indole,9,1-Isopropylimidazole,B,11.38,CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,Brc1ccc2c(ccn2Cc2ccccc2)c1,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccc2c(ccn2Cc2ccccc2)c1
PPhMe2,1-Benzyl-5-bromo-1H-indole,9,1-Isopropylimidazole,B,4.32,CP(C)c1ccccc1,Brc1ccc2c(ccn2Cc2ccccc2)c1,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccc2c(ccn2Cc2ccccc2)c1
Cy-BippyPhos,1-Benzyl-5-bromo-1H-indole,9,1-Isopropylimidazole,B,16.2,c1ccc(-c2nn(-c3ccccc3)c(-c3ccccc3)c2-n2nccc2P(C2CCCCC2)C2CCCCC2)cc1,Brc1ccc2c(ccn2Cc2ccccc2)c1,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccc2c(ccn2Cc2ccccc2)c1
PCy3 HBF4,1-Benzyl-5-bromo-1H-indole,9,1-Isopropylimidazole,B,5.79,C1(P(C2CCCCC2)C3CCCCC3)CCCCC1,Brc1ccc2c(ccn2Cc2ccccc2)c1,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccc2c(ccn2Cc2ccccc2)c1
CgMe-PPh,1-Benzyl-5-bromo-1H-indole,9,1-Isopropylimidazole,B,15.49,CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2,Brc1ccc2c(ccn2Cc2ccccc2)c1,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccc2c(ccn2Cc2ccccc2)c1
PPh3,1-Benzyl-5-bromo-1H-indole,9,1-Isopropylimidazole,B,7.08,c1ccc(P(c2ccccc2)c2ccccc2)cc1,Brc1ccc2c(ccn2Cc2ccccc2)c1,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccc2c(ccn2Cc2ccccc2)c1
X-Phos,1-Benzyl-5-bromo-1H-indole,9,1-Isopropylimidazole,B,14.41,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,Brc1ccc2c(ccn2Cc2ccccc2)c1,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccc2c(ccn2Cc2ccccc2)c1
PnBu3 HBF4,1-Benzyl-5-bromo-1H-indole,9,1-Isopropylimidazole,B,4.78,CCCCP(CCCC)CCCC,Brc1ccc2c(ccn2Cc2ccccc2)c1,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccc2c(ccn2Cc2ccccc2)c1
A-caPhos,Ethyl 4-bromo-1-ethylpyrrole-2-carboxylate,1,1-Methyl-1H-imidazole-4-carbonitrile,C,10.35,CN(C)c1ccc(P(C2CCCCC2)C2CCCCC2)cc1,CCOC(=O)c1cc(Br)cn1CC,Cn1cnc(C#N)c1,CCOC(=O)c1cc(-c2c(C#N)ncn2C)cn1CC
BrettPhos,Ethyl 4-bromo-1-ethylpyrrole-2-carboxylate,1,1-Methyl-1H-imidazole-4-carbonitrile,C,5.94,COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CCOC(=O)c1cc(Br)cn1CC,Cn1cnc(C#N)c1,CCOC(=O)c1cc(-c2c(C#N)ncn2C)cn1CC
CX-FBu,Ethyl 4-bromo-1-ethylpyrrole-2-carboxylate,1,1-Methyl-1H-imidazole-4-carbonitrile,C,0.0,CCCCC1(c2c(c3c1cccc3)cccc2)P(C4CCCCC4)C5CCCCC5,CCOC(=O)c1cc(Br)cn1CC,Cn1cnc(C#N)c1,CCOC(=O)c1cc(-c2c(C#N)ncn2C)cn1CC
CX-PICy,Ethyl 4-bromo-1-ethylpyrrole-2-carboxylate,1,1-Methyl-1H-imidazole-4-carbonitrile,C,19.0,Cc1cc(C)c(-n2ccnc2P(C2CCCCC2)C2CCCCC2)c(C)c1,CCOC(=O)c1cc(Br)cn1CC,Cn1cnc(C#N)c1,CCOC(=O)c1cc(-c2c(C#N)ncn2C)cn1CC
Cy-DavePhos,Ethyl 4-bromo-1-ethylpyrrole-2-carboxylate,1,1-Methyl-1H-imidazole-4-carbonitrile,C,5.88,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,CCOC(=O)c1cc(Br)cn1CC,Cn1cnc(C#N)c1,CCOC(=O)c1cc(-c2c(C#N)ncn2C)cn1CC
Cy-vBRIDP,Ethyl 4-bromo-1-ethylpyrrole-2-carboxylate,1,1-Methyl-1H-imidazole-4-carbonitrile,C,1.73,CC(=C(c1ccccc1)c1ccccc1)P(C1CCCCC1)C1CCCCC1,CCOC(=O)c1cc(Br)cn1CC,Cn1cnc(C#N)c1,CCOC(=O)c1cc(-c2c(C#N)ncn2C)cn1CC
Kwong,Ethyl 4-bromo-1-ethylpyrrole-2-carboxylate,1,1-Methyl-1H-imidazole-4-carbonitrile,C,0.0,c1ccc(-c2cc3ccccc3n2P(C2CCCCC2)C2CCCCC2)cc1,CCOC(=O)c1cc(Br)cn1CC,Cn1cnc(C#N)c1,CCOC(=O)c1cc(-c2c(C#N)ncn2C)cn1CC
MeO-KITPHOS,Ethyl 4-bromo-1-ethylpyrrole-2-carboxylate,1,1-Methyl-1H-imidazole-4-carbonitrile,C,8.39,COc1ccccc1C1=C(P(C2CCCCC2)C2CCCCC2)C2c3ccccc3C1c1ccccc12,CCOC(=O)c1cc(Br)cn1CC,Cn1cnc(C#N)c1,CCOC(=O)c1cc(-c2c(C#N)ncn2C)cn1CC
P(o-Anis)3,Ethyl 4-bromo-1-ethylpyrrole-2-carboxylate,1,1-Methyl-1H-imidazole-4-carbonitrile,C,26.49,COc1ccccc1P(c1ccccc1OC)c1ccccc1OC,CCOC(=O)c1cc(Br)cn1CC,Cn1cnc(C#N)c1,CCOC(=O)c1cc(-c2c(C#N)ncn2C)cn1CC
Et-PhenCar-Phos,Ethyl 4-bromo-1-ethylpyrrole-2-carboxylate,1,1-Methyl-1H-imidazole-4-carbonitrile,C,13.02,CCP(CC)c1ccccc1-n1c2ccccc2c2ccccc21,CCOC(=O)c1cc(Br)cn1CC,Cn1cnc(C#N)c1,CCOC(=O)c1cc(-c2c(C#N)ncn2C)cn1CC
JackiePhos,Ethyl 4-bromo-1-ethylpyrrole-2-carboxylate,1,1-Methyl-1H-imidazole-4-carbonitrile,C,17.17,COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CCOC(=O)c1cc(Br)cn1CC,Cn1cnc(C#N)c1,CCOC(=O)c1cc(-c2c(C#N)ncn2C)cn1CC
"P(3,5-CF3-Ph)3",Ethyl 4-bromo-1-ethylpyrrole-2-carboxylate,1,1-Methyl-1H-imidazole-4-carbonitrile,C,1.62,FC(F)(F)c1cc(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,CCOC(=O)c1cc(Br)cn1CC,Cn1cnc(C#N)c1,CCOC(=O)c1cc(-c2c(C#N)ncn2C)cn1CC
P(fur)3,Ethyl 4-bromo-1-ethylpyrrole-2-carboxylate,1,1-Methyl-1H-imidazole-4-carbonitrile,C,8.51,c1coc(P(c2ccco2)c2ccco2)c1,CCOC(=O)c1cc(Br)cn1CC,Cn1cnc(C#N)c1,CCOC(=O)c1cc(-c2c(C#N)ncn2C)cn1CC
