ligand,electrophile,electrophile_pci_name,nucleophile,nucleophile_pci_name,yield,ligand_smiles,electrophile_smiles,nucleophile_smiles,product_smiles
"P(3,5-CF3-Ph)3",Ethyl 4-bromo-1-ethylpyrrole-2-carboxylate,1,1-Isopropylimidazole,B,3.01,FC(F)(F)c1cc(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,CCOC(=O)c1cc(Br)cn1CC,CC(C)n1ccnc1,CCOC(=O)c1cc(-c2cncn2C(C)C)cn1CC
P(fur)3,Ethyl 4-bromo-1-ethylpyrrole-2-carboxylate,1,1-Isopropylimidazole,B,2.93,c1coc(P(c2ccco2)c2ccco2)c1,CCOC(=O)c1cc(Br)cn1CC,CC(C)n1ccnc1,CCOC(=O)c1cc(-c2cncn2C(C)C)cn1CC
Ph-PhenCar-Phos,Ethyl 4-bromo-1-ethylpyrrole-2-carboxylate,1,1-Isopropylimidazole,B,12.34,c1ccc(P(c2ccccc2)c2ccccc2-n2c3ccccc3c3ccccc32)cc1,CCOC(=O)c1cc(Br)cn1CC,CC(C)n1ccnc1,CCOC(=O)c1cc(-c2cncn2C(C)C)cn1CC
PPh2Me,Ethyl 4-bromo-1-ethylpyrrole-2-carboxylate,1,1-Isopropylimidazole,B,0.76,CP(c1ccccc1)c1ccccc1,CCOC(=O)c1cc(Br)cn1CC,CC(C)n1ccnc1,CCOC(=O)c1cc(-c2cncn2C(C)C)cn1CC
PPhtBu2,Ethyl 4-bromo-1-ethylpyrrole-2-carboxylate,1,1-Isopropylimidazole,B,4.62,CC(C)(C)P(c1ccccc1)C(C)(C)C,CCOC(=O)c1cc(Br)cn1CC,CC(C)n1ccnc1,CCOC(=O)c1cc(-c2cncn2C(C)C)cn1CC
tBPh-CPhos,Ethyl 4-bromo-1-ethylpyrrole-2-carboxylate,1,1-Isopropylimidazole,B,15.54,CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,CCOC(=O)c1cc(Br)cn1CC,CC(C)n1ccnc1,CCOC(=O)c1cc(-c2cncn2C(C)C)cn1CC
PPhMe2,Ethyl 4-bromo-1-ethylpyrrole-2-carboxylate,1,1-Isopropylimidazole,B,4.34,CP(C)c1ccccc1,CCOC(=O)c1cc(Br)cn1CC,CC(C)n1ccnc1,CCOC(=O)c1cc(-c2cncn2C(C)C)cn1CC
Cy-BippyPhos,Ethyl 4-bromo-1-ethylpyrrole-2-carboxylate,1,1-Isopropylimidazole,B,16.37,c1ccc(-c2nn(-c3ccccc3)c(-c3ccccc3)c2-n2nccc2P(C2CCCCC2)C2CCCCC2)cc1,CCOC(=O)c1cc(Br)cn1CC,CC(C)n1ccnc1,CCOC(=O)c1cc(-c2cncn2C(C)C)cn1CC
PCy3 HBF4,Ethyl 4-bromo-1-ethylpyrrole-2-carboxylate,1,1-Isopropylimidazole,B,4.89,C1(P(C2CCCCC2)C3CCCCC3)CCCCC1,CCOC(=O)c1cc(Br)cn1CC,CC(C)n1ccnc1,CCOC(=O)c1cc(-c2cncn2C(C)C)cn1CC
CgMe-PPh,Ethyl 4-bromo-1-ethylpyrrole-2-carboxylate,1,1-Isopropylimidazole,B,13.25,CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2,CCOC(=O)c1cc(Br)cn1CC,CC(C)n1ccnc1,CCOC(=O)c1cc(-c2cncn2C(C)C)cn1CC
PPh3,Ethyl 4-bromo-1-ethylpyrrole-2-carboxylate,1,1-Isopropylimidazole,B,13.56,c1ccc(P(c2ccccc2)c2ccccc2)cc1,CCOC(=O)c1cc(Br)cn1CC,CC(C)n1ccnc1,CCOC(=O)c1cc(-c2cncn2C(C)C)cn1CC
X-Phos,Ethyl 4-bromo-1-ethylpyrrole-2-carboxylate,1,1-Isopropylimidazole,B,12.88,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CCOC(=O)c1cc(Br)cn1CC,CC(C)n1ccnc1,CCOC(=O)c1cc(-c2cncn2C(C)C)cn1CC
PnBu3 HBF4,Ethyl 4-bromo-1-ethylpyrrole-2-carboxylate,1,1-Isopropylimidazole,B,1.17,CCCCP(CCCC)CCCC,CCOC(=O)c1cc(Br)cn1CC,CC(C)n1ccnc1,CCOC(=O)c1cc(-c2cncn2C(C)C)cn1CC
A-caPhos,1-Bromo-2-fluorobenzene,7,1-Methylimidazole,A,23.87,CN(C)c1ccc(P(C2CCCCC2)C2CCCCC2)cc1,Fc1ccccc1Br,Cn1ccnc1,Cn1cncc1-c1ccccc1F
BrettPhos,1-Bromo-2-fluorobenzene,7,1-Methylimidazole,A,1.97,COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,Fc1ccccc1Br,Cn1ccnc1,Cn1cncc1-c1ccccc1F
CX-FBu,1-Bromo-2-fluorobenzene,7,1-Methylimidazole,A,3.95,CCCCC1(c2c(c3c1cccc3)cccc2)P(C4CCCCC4)C5CCCCC5,Fc1ccccc1Br,Cn1ccnc1,Cn1cncc1-c1ccccc1F
CX-PICy,1-Bromo-2-fluorobenzene,7,1-Methylimidazole,A,41.5,Cc1cc(C)c(-n2ccnc2P(C2CCCCC2)C2CCCCC2)c(C)c1,Fc1ccccc1Br,Cn1ccnc1,Cn1cncc1-c1ccccc1F
Cy-DavePhos,1-Bromo-2-fluorobenzene,7,1-Methylimidazole,A,41.01,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,Fc1ccccc1Br,Cn1ccnc1,Cn1cncc1-c1ccccc1F
Cy-vBRIDP,1-Bromo-2-fluorobenzene,7,1-Methylimidazole,A,46.73,CC(=C(c1ccccc1)c1ccccc1)P(C1CCCCC1)C1CCCCC1,Fc1ccccc1Br,Cn1ccnc1,Cn1cncc1-c1ccccc1F
Kwong,1-Bromo-2-fluorobenzene,7,1-Methylimidazole,A,4.78,c1ccc(-c2cc3ccccc3n2P(C2CCCCC2)C2CCCCC2)cc1,Fc1ccccc1Br,Cn1ccnc1,Cn1cncc1-c1ccccc1F
MeO-KITPHOS,1-Bromo-2-fluorobenzene,7,1-Methylimidazole,A,10.19,COc1ccccc1C1=C(P(C2CCCCC2)C2CCCCC2)C2c3ccccc3C1c1ccccc12,Fc1ccccc1Br,Cn1ccnc1,Cn1cncc1-c1ccccc1F
P(o-Anis)3,1-Bromo-2-fluorobenzene,7,1-Methylimidazole,A,20.03,COc1ccccc1P(c1ccccc1OC)c1ccccc1OC,Fc1ccccc1Br,Cn1ccnc1,Cn1cncc1-c1ccccc1F
Et-PhenCar-Phos,1-Bromo-2-fluorobenzene,7,1-Methylimidazole,A,40.6,CCP(CC)c1ccccc1-n1c2ccccc2c2ccccc21,Fc1ccccc1Br,Cn1ccnc1,Cn1cncc1-c1ccccc1F
JackiePhos,1-Bromo-2-fluorobenzene,7,1-Methylimidazole,A,53.24,COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,Fc1ccccc1Br,Cn1ccnc1,Cn1cncc1-c1ccccc1F
"P(3,5-CF3-Ph)3",1-Bromo-2-fluorobenzene,7,1-Methylimidazole,A,15.34,FC(F)(F)c1cc(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,Fc1ccccc1Br,Cn1ccnc1,Cn1cncc1-c1ccccc1F
P(fur)3,1-Bromo-2-fluorobenzene,7,1-Methylimidazole,A,20.95,c1coc(P(c2ccco2)c2ccco2)c1,Fc1ccccc1Br,Cn1ccnc1,Cn1cncc1-c1ccccc1F
Ph-PhenCar-Phos,1-Bromo-2-fluorobenzene,7,1-Methylimidazole,A,22.95,c1ccc(P(c2ccccc2)c2ccccc2-n2c3ccccc3c3ccccc32)cc1,Fc1ccccc1Br,Cn1ccnc1,Cn1cncc1-c1ccccc1F
PPh2Me,1-Bromo-2-fluorobenzene,7,1-Methylimidazole,A,27.02,CP(c1ccccc1)c1ccccc1,Fc1ccccc1Br,Cn1ccnc1,Cn1cncc1-c1ccccc1F
PPhtBu2,1-Bromo-2-fluorobenzene,7,1-Methylimidazole,A,23.11,CC(C)(C)P(c1ccccc1)C(C)(C)C,Fc1ccccc1Br,Cn1ccnc1,Cn1cncc1-c1ccccc1F
tBPh-CPhos,1-Bromo-2-fluorobenzene,7,1-Methylimidazole,A,45.35,CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,Fc1ccccc1Br,Cn1ccnc1,Cn1cncc1-c1ccccc1F
PPhMe2,1-Bromo-2-fluorobenzene,7,1-Methylimidazole,A,23.69,CP(C)c1ccccc1,Fc1ccccc1Br,Cn1ccnc1,Cn1cncc1-c1ccccc1F
Cy-BippyPhos,1-Bromo-2-fluorobenzene,7,1-Methylimidazole,A,55.12,c1ccc(-c2nn(-c3ccccc3)c(-c3ccccc3)c2-n2nccc2P(C2CCCCC2)C2CCCCC2)cc1,Fc1ccccc1Br,Cn1ccnc1,Cn1cncc1-c1ccccc1F
PCy3 HBF4,1-Bromo-2-fluorobenzene,7,1-Methylimidazole,A,25.95,C1(P(C2CCCCC2)C3CCCCC3)CCCCC1,Fc1ccccc1Br,Cn1ccnc1,Cn1cncc1-c1ccccc1F
CgMe-PPh,1-Bromo-2-fluorobenzene,7,1-Methylimidazole,A,58.4,CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2,Fc1ccccc1Br,Cn1ccnc1,Cn1cncc1-c1ccccc1F
PPh3,1-Bromo-2-fluorobenzene,7,1-Methylimidazole,A,38.92,c1ccc(P(c2ccccc2)c2ccccc2)cc1,Fc1ccccc1Br,Cn1ccnc1,Cn1cncc1-c1ccccc1F
X-Phos,1-Bromo-2-fluorobenzene,7,1-Methylimidazole,A,35.79,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,Fc1ccccc1Br,Cn1ccnc1,Cn1cncc1-c1ccccc1F
PnBu3 HBF4,1-Bromo-2-fluorobenzene,7,1-Methylimidazole,A,17.79,CCCCP(CCCC)CCCC,Fc1ccccc1Br,Cn1ccnc1,Cn1cncc1-c1ccccc1F
A-caPhos,1-Bromo-2-fluorobenzene,7,1-Isopropylimidazole,B,15.13,CN(C)c1ccc(P(C2CCCCC2)C2CCCCC2)cc1,Fc1ccccc1Br,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccccc1F
BrettPhos,1-Bromo-2-fluorobenzene,7,1-Isopropylimidazole,B,1.52,COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,Fc1ccccc1Br,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccccc1F
CX-FBu,1-Bromo-2-fluorobenzene,7,1-Isopropylimidazole,B,3.75,CCCCC1(c2c(c3c1cccc3)cccc2)P(C4CCCCC4)C5CCCCC5,Fc1ccccc1Br,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccccc1F
CX-PICy,1-Bromo-2-fluorobenzene,7,1-Isopropylimidazole,B,20.09,Cc1cc(C)c(-n2ccnc2P(C2CCCCC2)C2CCCCC2)c(C)c1,Fc1ccccc1Br,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccccc1F
Cy-DavePhos,1-Bromo-2-fluorobenzene,7,1-Isopropylimidazole,B,22.83,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,Fc1ccccc1Br,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccccc1F
Cy-vBRIDP,1-Bromo-2-fluorobenzene,7,1-Isopropylimidazole,B,18.78,CC(=C(c1ccccc1)c1ccccc1)P(C1CCCCC1)C1CCCCC1,Fc1ccccc1Br,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccccc1F
Kwong,1-Bromo-2-fluorobenzene,7,1-Isopropylimidazole,B,1.94,c1ccc(-c2cc3ccccc3n2P(C2CCCCC2)C2CCCCC2)cc1,Fc1ccccc1Br,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccccc1F
MeO-KITPHOS,1-Bromo-2-fluorobenzene,7,1-Isopropylimidazole,B,5.2,COc1ccccc1C1=C(P(C2CCCCC2)C2CCCCC2)C2c3ccccc3C1c1ccccc12,Fc1ccccc1Br,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccccc1F
P(o-Anis)3,1-Bromo-2-fluorobenzene,7,1-Isopropylimidazole,B,9.55,COc1ccccc1P(c1ccccc1OC)c1ccccc1OC,Fc1ccccc1Br,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccccc1F
Et-PhenCar-Phos,1-Bromo-2-fluorobenzene,7,1-Isopropylimidazole,B,26.97,CCP(CC)c1ccccc1-n1c2ccccc2c2ccccc21,Fc1ccccc1Br,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccccc1F
JackiePhos,1-Bromo-2-fluorobenzene,7,1-Isopropylimidazole,B,26.49,COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,Fc1ccccc1Br,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccccc1F
"P(3,5-CF3-Ph)3",1-Bromo-2-fluorobenzene,7,1-Isopropylimidazole,B,10.23,FC(F)(F)c1cc(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,Fc1ccccc1Br,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccccc1F
P(fur)3,1-Bromo-2-fluorobenzene,7,1-Isopropylimidazole,B,11.76,c1coc(P(c2ccco2)c2ccco2)c1,Fc1ccccc1Br,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccccc1F
Ph-PhenCar-Phos,1-Bromo-2-fluorobenzene,7,1-Isopropylimidazole,B,10.62,c1ccc(P(c2ccccc2)c2ccccc2-n2c3ccccc3c3ccccc32)cc1,Fc1ccccc1Br,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccccc1F
PPh2Me,1-Bromo-2-fluorobenzene,7,1-Isopropylimidazole,B,1.8,CP(c1ccccc1)c1ccccc1,Fc1ccccc1Br,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccccc1F
PPhtBu2,1-Bromo-2-fluorobenzene,7,1-Isopropylimidazole,B,4.14,CC(C)(C)P(c1ccccc1)C(C)(C)C,Fc1ccccc1Br,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccccc1F
tBPh-CPhos,1-Bromo-2-fluorobenzene,7,1-Isopropylimidazole,B,32.14,CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,Fc1ccccc1Br,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccccc1F
PPhMe2,1-Bromo-2-fluorobenzene,7,1-Isopropylimidazole,B,2.11,CP(C)c1ccccc1,Fc1ccccc1Br,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccccc1F
Cy-BippyPhos,1-Bromo-2-fluorobenzene,7,1-Isopropylimidazole,B,24.38,c1ccc(-c2nn(-c3ccccc3)c(-c3ccccc3)c2-n2nccc2P(C2CCCCC2)C2CCCCC2)cc1,Fc1ccccc1Br,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccccc1F
PCy3 HBF4,1-Bromo-2-fluorobenzene,7,1-Isopropylimidazole,B,1.87,C1(P(C2CCCCC2)C3CCCCC3)CCCCC1,Fc1ccccc1Br,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccccc1F
CgMe-PPh,1-Bromo-2-fluorobenzene,7,1-Isopropylimidazole,B,9.42,CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2,Fc1ccccc1Br,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccccc1F
PPh3,1-Bromo-2-fluorobenzene,7,1-Isopropylimidazole,B,22.08,c1ccc(P(c2ccccc2)c2ccccc2)cc1,Fc1ccccc1Br,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccccc1F
X-Phos,1-Bromo-2-fluorobenzene,7,1-Isopropylimidazole,B,24.65,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,Fc1ccccc1Br,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccccc1F
PnBu3 HBF4,1-Bromo-2-fluorobenzene,7,1-Isopropylimidazole,B,2.4,CCCCP(CCCC)CCCC,Fc1ccccc1Br,CC(C)n1ccnc1,CC(C)n1cncc1-c1ccccc1F
A-caPhos,Ethyl 4-bromo-1-ethylpyrrole-2-carboxylate,1,1-(Difluoromethyl)-2-phenyl-1H-imidazole,F,1.54,CN(C)c1ccc(P(C2CCCCC2)C2CCCCC2)cc1,CCOC(=O)c1cc(Br)cn1CC,FC(F)n1ccnc1-c1ccccc1,CCOC(=O)c1cc(-c2cnc(-c3ccccc3)n2C(F)F)cn1CC
BrettPhos,Ethyl 4-bromo-1-ethylpyrrole-2-carboxylate,1,1-(Difluoromethyl)-2-phenyl-1H-imidazole,F,0.44,COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CCOC(=O)c1cc(Br)cn1CC,FC(F)n1ccnc1-c1ccccc1,CCOC(=O)c1cc(-c2cnc(-c3ccccc3)n2C(F)F)cn1CC
CX-FBu,Ethyl 4-bromo-1-ethylpyrrole-2-carboxylate,1,1-(Difluoromethyl)-2-phenyl-1H-imidazole,F,0.04,CCCCC1(c2c(c3c1cccc3)cccc2)P(C4CCCCC4)C5CCCCC5,CCOC(=O)c1cc(Br)cn1CC,FC(F)n1ccnc1-c1ccccc1,CCOC(=O)c1cc(-c2cnc(-c3ccccc3)n2C(F)F)cn1CC
CX-PICy,Ethyl 4-bromo-1-ethylpyrrole-2-carboxylate,1,1-(Difluoromethyl)-2-phenyl-1H-imidazole,F,6.0,Cc1cc(C)c(-n2ccnc2P(C2CCCCC2)C2CCCCC2)c(C)c1,CCOC(=O)c1cc(Br)cn1CC,FC(F)n1ccnc1-c1ccccc1,CCOC(=O)c1cc(-c2cnc(-c3ccccc3)n2C(F)F)cn1CC
Cy-DavePhos,Ethyl 4-bromo-1-ethylpyrrole-2-carboxylate,1,1-(Difluoromethyl)-2-phenyl-1H-imidazole,F,2.3,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,CCOC(=O)c1cc(Br)cn1CC,FC(F)n1ccnc1-c1ccccc1,CCOC(=O)c1cc(-c2cnc(-c3ccccc3)n2C(F)F)cn1CC
Cy-vBRIDP,Ethyl 4-bromo-1-ethylpyrrole-2-carboxylate,1,1-(Difluoromethyl)-2-phenyl-1H-imidazole,F,1.45,CC(=C(c1ccccc1)c1ccccc1)P(C1CCCCC1)C1CCCCC1,CCOC(=O)c1cc(Br)cn1CC,FC(F)n1ccnc1-c1ccccc1,CCOC(=O)c1cc(-c2cnc(-c3ccccc3)n2C(F)F)cn1CC
Kwong,Ethyl 4-bromo-1-ethylpyrrole-2-carboxylate,1,1-(Difluoromethyl)-2-phenyl-1H-imidazole,F,1.28,c1ccc(-c2cc3ccccc3n2P(C2CCCCC2)C2CCCCC2)cc1,CCOC(=O)c1cc(Br)cn1CC,FC(F)n1ccnc1-c1ccccc1,CCOC(=O)c1cc(-c2cnc(-c3ccccc3)n2C(F)F)cn1CC
MeO-KITPHOS,Ethyl 4-bromo-1-ethylpyrrole-2-carboxylate,1,1-(Difluoromethyl)-2-phenyl-1H-imidazole,F,1.48,COc1ccccc1C1=C(P(C2CCCCC2)C2CCCCC2)C2c3ccccc3C1c1ccccc12,CCOC(=O)c1cc(Br)cn1CC,FC(F)n1ccnc1-c1ccccc1,CCOC(=O)c1cc(-c2cnc(-c3ccccc3)n2C(F)F)cn1CC
P(o-Anis)3,Ethyl 4-bromo-1-ethylpyrrole-2-carboxylate,1,1-(Difluoromethyl)-2-phenyl-1H-imidazole,F,4.83,COc1ccccc1P(c1ccccc1OC)c1ccccc1OC,CCOC(=O)c1cc(Br)cn1CC,FC(F)n1ccnc1-c1ccccc1,CCOC(=O)c1cc(-c2cnc(-c3ccccc3)n2C(F)F)cn1CC
Et-PhenCar-Phos,Ethyl 4-bromo-1-ethylpyrrole-2-carboxylate,1,1-(Difluoromethyl)-2-phenyl-1H-imidazole,F,3.54,CCP(CC)c1ccccc1-n1c2ccccc2c2ccccc21,CCOC(=O)c1cc(Br)cn1CC,FC(F)n1ccnc1-c1ccccc1,CCOC(=O)c1cc(-c2cnc(-c3ccccc3)n2C(F)F)cn1CC
JackiePhos,Ethyl 4-bromo-1-ethylpyrrole-2-carboxylate,1,1-(Difluoromethyl)-2-phenyl-1H-imidazole,F,24.93,COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CCOC(=O)c1cc(Br)cn1CC,FC(F)n1ccnc1-c1ccccc1,CCOC(=O)c1cc(-c2cnc(-c3ccccc3)n2C(F)F)cn1CC
"P(3,5-CF3-Ph)3",Ethyl 4-bromo-1-ethylpyrrole-2-carboxylate,1,1-(Difluoromethyl)-2-phenyl-1H-imidazole,F,1.57,FC(F)(F)c1cc(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,CCOC(=O)c1cc(Br)cn1CC,FC(F)n1ccnc1-c1ccccc1,CCOC(=O)c1cc(-c2cnc(-c3ccccc3)n2C(F)F)cn1CC
P(fur)3,Ethyl 4-bromo-1-ethylpyrrole-2-carboxylate,1,1-(Difluoromethyl)-2-phenyl-1H-imidazole,F,0.04,c1coc(P(c2ccco2)c2ccco2)c1,CCOC(=O)c1cc(Br)cn1CC,FC(F)n1ccnc1-c1ccccc1,CCOC(=O)c1cc(-c2cnc(-c3ccccc3)n2C(F)F)cn1CC
Ph-PhenCar-Phos,Ethyl 4-bromo-1-ethylpyrrole-2-carboxylate,1,1-(Difluoromethyl)-2-phenyl-1H-imidazole,F,2.21,c1ccc(P(c2ccccc2)c2ccccc2-n2c3ccccc3c3ccccc32)cc1,CCOC(=O)c1cc(Br)cn1CC,FC(F)n1ccnc1-c1ccccc1,CCOC(=O)c1cc(-c2cnc(-c3ccccc3)n2C(F)F)cn1CC
PPh2Me,Ethyl 4-bromo-1-ethylpyrrole-2-carboxylate,1,1-(Difluoromethyl)-2-phenyl-1H-imidazole,F,1.2,CP(c1ccccc1)c1ccccc1,CCOC(=O)c1cc(Br)cn1CC,FC(F)n1ccnc1-c1ccccc1,CCOC(=O)c1cc(-c2cnc(-c3ccccc3)n2C(F)F)cn1CC
PPhtBu2,Ethyl 4-bromo-1-ethylpyrrole-2-carboxylate,1,1-(Difluoromethyl)-2-phenyl-1H-imidazole,F,0.13,CC(C)(C)P(c1ccccc1)C(C)(C)C,CCOC(=O)c1cc(Br)cn1CC,FC(F)n1ccnc1-c1ccccc1,CCOC(=O)c1cc(-c2cnc(-c3ccccc3)n2C(F)F)cn1CC
tBPh-CPhos,Ethyl 4-bromo-1-ethylpyrrole-2-carboxylate,1,1-(Difluoromethyl)-2-phenyl-1H-imidazole,F,23.16,CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,CCOC(=O)c1cc(Br)cn1CC,FC(F)n1ccnc1-c1ccccc1,CCOC(=O)c1cc(-c2cnc(-c3ccccc3)n2C(F)F)cn1CC
PPhMe2,Ethyl 4-bromo-1-ethylpyrrole-2-carboxylate,1,1-(Difluoromethyl)-2-phenyl-1H-imidazole,F,0.04,CP(C)c1ccccc1,CCOC(=O)c1cc(Br)cn1CC,FC(F)n1ccnc1-c1ccccc1,CCOC(=O)c1cc(-c2cnc(-c3ccccc3)n2C(F)F)cn1CC
Cy-BippyPhos,Ethyl 4-bromo-1-ethylpyrrole-2-carboxylate,1,1-(Difluoromethyl)-2-phenyl-1H-imidazole,F,6.94,c1ccc(-c2nn(-c3ccccc3)c(-c3ccccc3)c2-n2nccc2P(C2CCCCC2)C2CCCCC2)cc1,CCOC(=O)c1cc(Br)cn1CC,FC(F)n1ccnc1-c1ccccc1,CCOC(=O)c1cc(-c2cnc(-c3ccccc3)n2C(F)F)cn1CC
PCy3 HBF4,Ethyl 4-bromo-1-ethylpyrrole-2-carboxylate,1,1-(Difluoromethyl)-2-phenyl-1H-imidazole,F,2.96,C1(P(C2CCCCC2)C3CCCCC3)CCCCC1,CCOC(=O)c1cc(Br)cn1CC,FC(F)n1ccnc1-c1ccccc1,CCOC(=O)c1cc(-c2cnc(-c3ccccc3)n2C(F)F)cn1CC
CgMe-PPh,Ethyl 4-bromo-1-ethylpyrrole-2-carboxylate,1,1-(Difluoromethyl)-2-phenyl-1H-imidazole,F,16.59,CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2,CCOC(=O)c1cc(Br)cn1CC,FC(F)n1ccnc1-c1ccccc1,CCOC(=O)c1cc(-c2cnc(-c3ccccc3)n2C(F)F)cn1CC
PPh3,Ethyl 4-bromo-1-ethylpyrrole-2-carboxylate,1,1-(Difluoromethyl)-2-phenyl-1H-imidazole,F,4.7,c1ccc(P(c2ccccc2)c2ccccc2)cc1,CCOC(=O)c1cc(Br)cn1CC,FC(F)n1ccnc1-c1ccccc1,CCOC(=O)c1cc(-c2cnc(-c3ccccc3)n2C(F)F)cn1CC
X-Phos,Ethyl 4-bromo-1-ethylpyrrole-2-carboxylate,1,1-(Difluoromethyl)-2-phenyl-1H-imidazole,F,5.77,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CCOC(=O)c1cc(Br)cn1CC,FC(F)n1ccnc1-c1ccccc1,CCOC(=O)c1cc(-c2cnc(-c3ccccc3)n2C(F)F)cn1CC
PnBu3 HBF4,Ethyl 4-bromo-1-ethylpyrrole-2-carboxylate,1,1-(Difluoromethyl)-2-phenyl-1H-imidazole,F,0.3,CCCCP(CCCC)CCCC,CCOC(=O)c1cc(Br)cn1CC,FC(F)n1ccnc1-c1ccccc1,CCOC(=O)c1cc(-c2cnc(-c3ccccc3)n2C(F)F)cn1CC
A-caPhos,1-Benzyl-5-bromo-1H-indole,9,1-(Difluoromethyl)-2-phenyl-1H-imidazole,F,31.23,CN(C)c1ccc(P(C2CCCCC2)C2CCCCC2)cc1,Brc1ccc2c(ccn2Cc2ccccc2)c1,FC(F)n1ccnc1-c1ccccc1,FC(F)n1c(-c2ccc3c(ccn3Cc3ccccc3)c2)cnc1-c1ccccc1
BrettPhos,1-Benzyl-5-bromo-1H-indole,9,1-(Difluoromethyl)-2-phenyl-1H-imidazole,F,17.43,COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,Brc1ccc2c(ccn2Cc2ccccc2)c1,FC(F)n1ccnc1-c1ccccc1,FC(F)n1c(-c2ccc3c(ccn3Cc3ccccc3)c2)cnc1-c1ccccc1
